Grade,Dno,Dname,Sno,Sname,Stcount,Passpc
5,29,HILLSBOROUGH,3362,PINECREST ELEMENTARY SCHOOL,82,55
5,29,HILLSBOROUGH,3381,PIZZO ELEMENTARY SCHOOL,84,37
5,29,HILLSBOROUGH,3441,PRIDE ELEMENTARY SCHOOL,149,81
5,29,HILLSBOROUGH,3521,POTTER ELEMENTARY SCHOOL,71,23
5,29,HILLSBOROUGH,3622,RIVERHILLS ELEMENTARY MAGNET SCHOOL,21,52
5,29,HILLSBOROUGH,3641,RIVERVIEW ELEMENTARY SCHOOL,83,45
5,29,HILLSBOROUGH,3681,ROBINSON ELEMENTARY SCHOOL,69,46
5,29,HILLSBOROUGH,3761,ROBLES ELEMENTARY SCHOOL,90,39
5,29,HILLSBOROUGH,3782,LAVOY EXCEPTIONAL CENTER,1,-1
5,29,HILLSBOROUGH,3801,ROOSEVELT ELEMENTARY SCHOOL,115,77
5,29,HILLSBOROUGH,3802,ROLAND PARK K-8 MAGNET SCHOOL,80,71
5,29,HILLSBOROUGH,3841,RUSKIN ELEMENTARY SCHOOL,153,33
5,29,HILLSBOROUGH,3851,SCHMIDT ELEMENTARY SCHOOL,86,49
5,29,HILLSBOROUGH,3861,SCHWARZKOPF ELEMENTARY SCHOOL,106,75
5,29,HILLSBOROUGH,3881,SEFFNER ELEMENTARY SCHOOL,111,60
5,29,HILLSBOROUGH,3921,SEMINOLE ELEMENTARY SCHOOL,48,67
5,29,HILLSBOROUGH,3922,SESSUMS ELEMENTARY SCHOOL,120,60
5,29,HILLSBOROUGH,3951,SHAW ELEMENTARY SCHOOL,84,32
5,29,HILLSBOROUGH,3961,SHORE ELEMENTARY MAGNET SCHOOL,71,41
5,29,HILLSBOROUGH,4002,SIMMONS EXCEPTIONAL CENTER,6,-1
5,29,HILLSBOROUGH,4161,SPRINGHEAD ELEMENTARY SCHOOL,131,46
5,29,HILLSBOROUGH,4201,SULPHUR SPRINGS ELEMENTARY SCHOOL,93,40
5,29,HILLSBOROUGH,4211,SUMMERFIELD ELEMENTARY SCHOOL,126,56
5,29,HILLSBOROUGH,4212,SYMMES ELEMENTARY SCHOOL,103,54
5,29,HILLSBOROUGH,4241,TAMPA BAY BOULEVARD ELEM. SCHL,99,37
5,29,HILLSBOROUGH,4251,RAMPELLO K-8 MAGNET SCHOOL,80,68
5,29,HILLSBOROUGH,4261,TAMPA PALMS ELEMENTARY SCHOOL,113,73
5,29,HILLSBOROUGH,4281,TEMPLE TERRACE ELEMENTARY SCHOOL,84,36
5,29,HILLSBOROUGH,4321,DOROTHY THOMAS CENTER,6,-1
5,29,HILLSBOROUGH,4361,THONOTOSASSA ELEMENTARY SCHOOL,58,59
5,29,HILLSBOROUGH,4381,TINKER ELEMENTARY SCHOOL,86,74
5,29,HILLSBOROUGH,4441,TOWN COUNTRY ELEMENTARY SCHOOL,80,40
5,29,HILLSBOROUGH,4481,TRAPNELL ELEMENTARY SCHOOL,86,49
5,29,HILLSBOROUGH,4561,TWIN LAKES ELEMENTARY SCHOOL,88,45
5,29,HILLSBOROUGH,4581,VALRICO ELEMENTARY SCHOOL,130,69
5,29,HILLSBOROUGH,4591,WALDEN LAKE ELEMENTARY SCHOOL,151,61
5,29,HILLSBOROUGH,4601,WASHINGTON ELEMENTARY SCHOOL,42,29
5,29,HILLSBOROUGH,4651,WESTCHASE ELEMENTARY SCHOOL,149,83
5,29,HILLSBOROUGH,4681,WESTSHORE ELEMENTARY SCHOOL,40,58
5,29,HILLSBOROUGH,4722,WEST TAMPA ELEMENTARY SCHOOL,80,34
5,29,HILLSBOROUGH,4747,JAMES ELEMENTARY SCHOOL,83,37
5,29,HILLSBOROUGH,4801,WILSON ELEMENTARY SCHOOL,59,49
5,29,HILLSBOROUGH,4841,WIMAUMA ELEMENTARY SCHOOL,52,79
5,29,HILLSBOROUGH,4921,WITTER ELEMENTARY SCHOOL,85,42
5,29,HILLSBOROUGH,4941,WOODBRIDGE ELEMENTARY SCHOOL,82,40
5,29,HILLSBOROUGH,4961,YATES ELEMENTARY SCHOOL,101,53
5,29,HILLSBOROUGH,5371,HOSPITAL/HOMEBOUND/HOMEBASED PROGRA,2,-1
5,29,HILLSBOROUGH,6601,RICHARDSON MONTESSORI ACADEMY,3,-1
5,29,HILLSBOROUGH,6608,VILLAGE OF EXCELLENCE ACADEMY,24,17
5,29,HILLSBOROUGH,6609,PEPIN ACADEMIES,44,5
5,29,HILLSBOROUGH,6613,LEARNING GATE COMMUNITY SCHOOL,85,54
5,29,HILLSBOROUGH,6615,RCMA WIMAUMA ACADEMY,23,48
5,29,HILLSBOROUGH,6620,TAMPA CHARTER SCHOOL,26,69
5,29,HILLSBOROUGH,6623,WALTON ACADEMY,18,28
5,29,HILLSBOROUGH,6624,TRINITY SCHOOL FOR CHILDREN,71,42
5,29,HILLSBOROUGH,6625,LITERACY/LEADERSHIP/TECHNOLOGY ACAD,43,42
5,29,HILLSBOROUGH,6626,KIDS COMMUNITY COLLEGE,66,50
5,29,HILLSBOROUGH,6637,SHILOH ELEMENTARY CHARTER SCHOOL,82,38
5,29,HILLSBOROUGH,6639,FLORIDA AUTISM CHARTER SCHOOL OF EX,1,-1
5,29,HILLSBOROUGH,6643,COMMUNITY CHARTER SCHOOL OF EXCELLE,21,14
5,29,HILLSBOROUGH,6644,ADVANTAGE ACADEMY OF HILLSBOROUGH,41,68
5,29,HILLSBOROUGH,6649,VALRICO LAKE ADVANTAGE ACADEMY,105,90
5,29,HILLSBOROUGH,6652,CHANNELSIDE ACADEMY OF MATH AND SCI,49,76
5,29,HILLSBOROUGH,6653,WOODMONT CHARTER SCHOOL,44,27
5,29,HILLSBOROUGH,6655,LUTZ PREPARATORY ACADEMY,85,75
5,29,HILLSBOROUGH,6657,NEW SPRINGS ELEMENTARY SCHOOL,28,50
5,29,HILLSBOROUGH,6658,WINTHROP CHARTER SCHOOL,119,78
5,29,HILLSBOROUGH,6662,HENDERSON HAMMOCK CHARTER SCHOOL,90,62
5,29,HILLSBOROUGH,6671,HILLSBOROUGH ACAD OF MATH AND SCIEN,65,66
5,29,HILLSBOROUGH,7001,HILLSBOROUGH VIRT INSTR PRGS,12,50
5,29,HILLSBOROUGH,7023,HILLSBOROUGH VIRTUAL SCHOOL,16,44
5,30,HOLMES,12,BONIFAY MIDDLE SCHOOL,130,58
5,30,HOLMES,31,POPLAR SPRINGS HIGH SCHOOL,40,65
5,30,HOLMES,41,BETHLEHEM HIGH SCHOOL,38,53
5,30,HOLMES,111,PONCE DE LEON ELEMENTARY SCHOOL,48,29
5,31,INDIAN RIVER,41,ROSEWOOD MAGNET SCHOOL,87,54
5,31,INDIAN RIVER,51,OSCEOLA MAGNET SCHOOL,86,69
5,31,INDIAN RIVER,61,BEACHLAND ELEMENTARY SCHOOL,112,63
5,31,INDIAN RIVER,101,FELLSMERE ELEMENTARY SCHOOL,105,36
5,31,INDIAN RIVER,121,PELICAN ISLAND ELEMENTARY SCHOOL,63,48
5,31,INDIAN RIVER,141,CITRUS ELEMENTARY SCHOOL,105,39
5,31,INDIAN RIVER,151,DODGERTOWN ELEMENTARY SCHOOL,75,27
5,31,INDIAN RIVER,161,VERO BEACH ELEMENTARY SCHOOL,86,30
5,31,INDIAN RIVER,191,SEBASTIAN ELEMENTARY SCHOOL,89,47
5,31,INDIAN RIVER,201,GLENDALE ELEMENTARY SCHOOL,81,37
5,31,INDIAN RIVER,221,HIGHLANDS ELEMENTARY SCHOOL,85,35
5,31,INDIAN RIVER,301,LIBERTY MAGNET SCHOOL,86,56
5,31,INDIAN RIVER,341,TREASURE COAST ELEMENTARY SCHOOL,118,43
5,31,INDIAN RIVER,5002,ST. PETER'S ACADEMY,6,-1
5,31,INDIAN RIVER,5003,NORTH COUNTY CHARTER SCHOOL,40,73
5,31,INDIAN RIVER,5006,IMAGINE SCHOOLS AT SOUTH VERO,92,53
5,32,JACKSON,41,RIVERSIDE ELEMENTARY SCHOOL,190,57
5,32,JACKSON,121,MALONE HIGH SCHOOL,36,36
5,32,JACKSON,171,SNEADS ELEMENTARY SCHOOL,80,83
5,32,JACKSON,181,GRAND RIDGE SCHOOL,37,38
5,32,JACKSON,212,JACKSON ALTERNATIVE SCHOOL,3,-1
5,32,JACKSON,271,COTTONDALE ELEMENTARY SCHOOL,62,44
5,32,JACKSON,301,GRACEVILLE ELEMENTARY SCHOOL,52,60
5,32,JACKSON,7001,JACKSON VIRTUAL INSTRUCTION PROGRAM,2,-1
5,33,JEFFERSON,111,JEFFERSON COUNTY ELEM. SCHOOL,53,26
5,34,LAFAYETTE,22,LAFAYETTE ELEMENTARY SCHOOL,88,40
5,35,LAKE,31,BEVERLY SHORES ELEMENTARY SCHOOL,96,39
5,35,LAKE,41,CLERMONT ELEMENTARY SCHOOL,93,39
5,35,LAKE,61,EUSTIS ELEMENTARY SCHOOL,86,53
5,35,LAKE,67,SAWGRASS BAY ELEMENTARY SCHOOL,202,62
5,35,LAKE,68,GRASSY LAKE ELEMENTARY SCHOOL,192,59
5,35,LAKE,69,SORRENTO ELEMENTARY,116,55
5,35,LAKE,71,EUSTIS HEIGHTS ELEMENTARY SCHOOL,71,32
5,35,LAKE,101,FRUITLAND PARK ELEMENTARY SCHOOL,102,41
5,35,LAKE,119,THE VILLAGES ELEM OF LADY LAKE,115,56
5,35,LAKE,141,SEMINOLE SPRINGS ELEM. SCHOOL,102,57
5,35,LAKE,149,ROUND LAKE ELEMENTARY SCHOOL,136,45
5,35,LAKE,241,TREADWAY ELEMENTARY SCHOOL,139,59
5,35,LAKE,261,MINNEOLA ELEMENTARY SCHOOL,149,61
5,35,LAKE,271,ASTATULA ELEMENTARY SCHOOL,102,52
5,35,LAKE,281,LOST LAKE ELEMENTARY SCHOOL,169,62
5,35,LAKE,291,LEESBURG ELEMENTARY SCHOOL,137,36
5,35,LAKE,382,GROVELAND ELEMENTARY SCHOOL,150,49
5,35,LAKE,521,TRIANGLE ELEMENTARY SCHOOL,90,42
5,35,LAKE,536,LAKE ACADEMY EUSTIS,4,-1
5,35,LAKE,541,MASCOTTE ELEMENTARY SCHOOL,117,33
5,35,LAKE,551,TAVARES ELEMENTARY SCHOOL,133,45
5,35,LAKE,561,UMATILLA ELEMENTARY SCHOOL,102,55
5,35,LAKE,591,PINE RIDGE ELEMENTARY SCHOOL,135,59
5,35,LAKE,597,CYPRESS RIDGE ELEMENTARY SCHOOL,105,70
5,35,LAKE,631,SPRING CREEK CHARTER SCHOOL,86,35
5,35,LAKE,7023,LAKE VIRTUAL INSTRUC PROG,8,-1
5,35,LAKE,9010,LAKE ACADEMY LEESBURG,1,-1
5,35,LAKE,9020,HUMANITIES AND FINE ARTS CHARTER SC,8,-1
5,35,LAKE,9028,ALTOONA SCHOOL,34,38
5,35,LAKE,9029,MILESTONES COMMUNITY SCHOOL,18,17
5,35,LAKE,9031,IMAGINE SCHOOLS AT SOUTH LAKE,122,54
5,36,LEE,81,ALLEN PARK ELEMENTARY SCHOOL,165,80
5,36,LEE,91,THE ALVA SCHOOL,66,62
5,36,LEE,93,RIVER HALL ELEMENTARY SCHOOL,145,52
5,36,LEE,121,BONITA SPRINGS ELEMENTARY SCHOOL,56,34
5,36,LEE,131,CAPE ELEMENTARY SCHOOL,110,53
5,36,LEE,162,RAY V. POTTORF ELEMENTARY SCHOOL,99,30
5,36,LEE,181,EDGEWOOD ACADEMY,56,32
5,36,LEE,191,EDISON PARK CREATIVE AND EXPRESSIVE,74,46
5,36,LEE,201,FT. MYERS BEACH ELEM. SCHOOL,34,53
5,36,LEE,231,HARNS MARSH ELEMENTARY SCHOOL,160,48
5,36,LEE,251,FRANKLIN PARK ELEMENTARY SCHOOL,34,38
5,36,LEE,261,J. COLIN ENGLISH ELEM. SCHOOL,43,37
5,36,LEE,291,G. WEAVER HIPPS ELEMENTARY SCHOOL,114,51
5,36,LEE,301,LEHIGH ELEMENTARY SCHOOL,144,34
5,36,LEE,321,ORANGE RIVER ELEMENTARY SCHOOL,112,38
5,36,LEE,331,ORANGEWOOD ELEMENTARY SCHOOL,96,67
5,36,LEE,341,PINE ISLAND ELEMENTARY SCHOOL,40,65
5,36,LEE,361,THE SANIBEL SCHOOL,56,84
5,36,LEE,371,MIRROR LAKES ELEMENTARY SCHOOL,175,37
5,36,LEE,381,TICE ELEMENTARY SCHOOL,57,54
5,36,LEE,391,TROPIC ISLES ELEMENTARY SCHOOL,145,52
5,36,LEE,401,VILLAS ELEMENTARY SCHOOL,110,53
5,36,LEE,421,HEIGHTS ELEMENTARY SCHOOL,159,45
5,36,LEE,431,PINEWOODS ELEMENTARY SCHOOL,156,70
5,36,LEE,461,PATRIOT ELEMENTARY SCHOOL,145,50
5,36,LEE,471,TREELINE ELEMENTARY SCHOOL,166,57
5,36,LEE,521,BAYSHORE ELEMENTARY SCHOOL,114,68
5,36,LEE,561,TANGLEWOOD ELEMENTARY SCHOOL,116,61
5,36,LEE,571,CALOOSA ELEMENTARY SCHOOL,137,53
5,36,LEE,592,JAMES STEPHENS INTERANATIONAL ACADE,51,25
5,36,LEE,597,TORTUGA PRESERVE ELEMENTARY SCHOOL,108,38
5,36,LEE,601,N. FT. MYERS ACADEMY FOR ARTS,93,68
5,36,LEE,631,SAN CARLOS PARK ELEMENTARY SCHOOL,139,51
5,36,LEE,641,PELICAN ELEMENTARY SCHOOL,155,74
5,36,LEE,651,ROYAL PALM EXCEPTIONAL SCHOOL CENTE,15,0
5,36,LEE,672,GULF ELEMENTARY SCHOOL,178,53
5,36,LEE,681,SPRING CREEK ELEMENTARY SCHOOL,95,46
5,36,LEE,711,SUNSHINE ELEMENTARY SCHOOL,178,47
5,36,LEE,712,HECTOR A. CAFFERATA JR ELEMENTARY S,108,55
5,36,LEE,734,RAYMA C. PAGE ELEMENTARY SCHOOL,132,66
5,36,LEE,741,THREE OAKS ELEMENTARY SCHOOL,111,68
5,36,LEE,751,SKYLINE ELEMENTARY SCHOOL,135,61
5,36,LEE,762,TRAFALGAR ELEMENTARY SCHOOL,156,68
5,36,LEE,763,MANATEE ELEMENTARY SCHOOL,139,32
5,36,LEE,771,DIPLOMAT ELEMENTARY SCHOOL,157,55
5,36,LEE,781,COLONIAL ELEMENTARY SCHOOL,90,32
5,36,LEE,791,DR CARRIE D. ROBINSON LITTLETON ELE,89,49
5,36,LEE,801,HANCOCK CREEK ELEMENTARY SCHOOL,139,53
5,36,LEE,811,GATEWAY ELEMENTARY SCHOOL,97,43
5,36,LEE,851,VETERANS PARK ACADEMY FOR THE ARTS,114,57
5,36,LEE,4100,THE ISLAND SCHOOL,4,-1
5,36,LEE,4102,BONITA SPRINGS CHARTER SCHOOL,153,52
5,36,LEE,4111,CAPE CORAL CHARTER SCHOOL,68,49
5,36,LEE,4141,SIX MILE CHARTER ACADEMY,122,59
5,36,LEE,4143,OASIS CHARTER ELEMENTARY SCHOOL,155,70
5,36,LEE,4151,CHRISTA MCAULLIFFE ELEMENTARY SCHOO,112,76
5,36,LEE,4231,CAPE CORAL PREPARATORY & FITNESS AC,15,67
5,36,LEE,4241,FORT MYERS PREPARATORY AND FITNESS,28,18
5,36,LEE,4261,GATEWAY CHARTER INTERMEDIATE SCHOOL,244,37
5,36,LEE,4281,BONITA SPRINGS PREP AND FITNESS ACA,35,40
5,36,LEE,7023,LEE COUNTY VIRTUAL INSTRUCTION PROG,12,50
5,37,LEON,31,KATE SULLIVAN ELEMENTARY SCHOOL,114,56
5,37,LEON,41,FRANK HARTSFIELD ELEM. SCHOOL,63,41
5,37,LEON,71,SABAL PALM ELEMENTARY SCHOOL,58,21
5,37,LEON,91,RUEDIGER ELEMENTARY SCHOOL,62,37
5,37,LEON,131,WOODVILLE ELEMENTARY SCHOOL,65,37
5,37,LEON,171,OAK RIDGE ELEMENTARY SCHOOL,71,42
5,37,LEON,191,SECOND CHANCE AT GHAZVINI LEARNING,4,-1
5,37,LEON,231,JOHN G RILEY ELEMENTARY SCHOOL,59,31
5,37,LEON,311,PINEVIEW ELEMENTARY SCHOOL,58,52
5,37,LEON,381,GILCHRIST ELEMENTARY SCHOOL,153,85
5,37,LEON,401,ASTORIA PARK ELEMENTARY SCHOOL,87,52
5,37,LEON,421,W T MOORE ELEMENTARY SCHOOL,93,70
5,37,LEON,431,SEALEY ELEMENTARY SCHOOL,90,46
5,37,LEON,441,APALACHEE ELEMENTARY SCHOOL,79,58
5,37,LEON,452,PACE SECONDARY SCHOOL,5,-1
5,37,LEON,481,KILLEARN LAKES ELEMENTARY SCHOOL,171,82
5,37,LEON,491,CHAIRES ELEMENTARY SCHOOL,86,62
5,37,LEON,501,SPRINGWOOD ELEMENTARY SCHOOL,107,47
5,37,LEON,511,DESOTO TRAIL ELEMENTARY SCHOOL,94,83
5,37,LEON,521,BUCK LAKE ELEMENTARY SCHOOL,118,88
5,37,LEON,561,FORT BRADEN ELEMENTARY SCHOOL,73,42
5,37,LEON,1131,HAWKS RISE ELEMENTARY SCHOOL,130,82
5,37,LEON,1161,CANOPY OAKS ELEMENTARY SCHOOL,115,56
5,37,LEON,1171,ROBERTS ELEMENTARY SCHOOL,128,73
5,37,LEON,1181,BOND ELEMENTARY SCHOOL,91,32
5,37,LEON,1202,J MICHAEL CONLEY ELEM SCHOOL AT SOU,124,66
5,37,LEON,1402,THE SCHOOL OF ARTS SCIENCES,26,81
5,37,LEON,1421,IMAGINE SCHOOL AT EVENING ROSE,36,56
5,37,LEON,1441,GOVERNOR'S CHARTER SCHOOL,62,48
5,38,LEVY,23,HILLTOP ALTERNATIVE SCHOOL,3,-1
5,38,LEVY,41,CEDAR KEY HIGH SCHOOL,14,21
5,38,LEVY,60,WHISPERING WINDS CHARTER SCHOOL,8,-1
5,38,LEVY,111,YANKEETOWN SCHOOL,20,40
5,38,LEVY,231,WILLISTON ELEMENTARY SCHOOL,147,36
5,38,LEVY,241,CHIEFLAND ELEMENTARY SCHOOL,107,46
5,38,LEVY,1011,BRONSON ELEMENTARY SCHOOL,82,44
5,39,LIBERTY,31,W. R. TOLAR K-8 SCHOOL,70,59
5,39,LIBERTY,41,HOSFORD ELEM. JR. HIGH SCHOOL,33,52
5,40,MADISON,41,MADISON COUNTY CENTRAL SCHOOL,87,28
5,40,MADISON,91,GREENVILLE ELEMENTARY SCHOOL,16,25
5,40,MADISON,101,LEE ELEMENTARY SCHOOL,24,46
5,40,MADISON,111,PINETTA ELEMENTARY SCHOOL,31,26
5,41,MANATEE,31,ANNA MARIA ELEMENTARY SCHOOL,48,77
5,41,MANATEE,51,BALLARD ELEMENTARY SCHOOL,74,23
5,41,MANATEE,61,BAYSHORE ELEMENTARY SCHOOL,113,39
5,41,MANATEE,91,DUETTE ELEMENTARY SCHOOL,1,-1
5,41,MANATEE,151,MANATEE ELEMENTARY SCHOOL,50,38
5,41,MANATEE,221,JESSIE P. MILLER ELEM. SCHOOL,117,49
5,41,MANATEE,231,MYAKKA CITY ELEMENTARY SCHOOL,40,30
5,41,MANATEE,261,ONECO ELEMENTARY SCHOOL,68,40
5,41,MANATEE,271,ORANGE RIDGE-BULLOCK ELEMENTARY,87,24
5,41,MANATEE,281,PALM VIEW ELEMENTARY SCHOOL,52,15
5,41,MANATEE,291,PALMA SOLA ELEMENTARY SCHOOL,89,47
5,41,MANATEE,301,PALMETTO ELEMENTARY SCHOOL,85,33
5,41,MANATEE,381,ROBERT H. PRINE ELEMENTARY SCHOOL,133,39
5,41,MANATEE,411,BLANCHE H. DAUGHTREY ELEMENTARY,102,35
5,41,MANATEE,421,SAMOSET ELEMENTARY SCHOOL,108,26
5,41,MANATEE,521,JAMES TILLMAN ELEMENTARY MAGNET SCH,67,19
5,41,MANATEE,541,BLACKBURN ELEMENTARY SCHOOL,72,33
5,41,MANATEE,571,FRANCES WAKELAND ELEMENTARY SCHOOL,72,47
5,41,MANATEE,601,H. S. MOODY ELEMENTARY SCHOOL,102,53
5,41,MANATEE,621,FLORINE J ABEL ELEMENTARY SCHOOL,81,46
5,41,MANATEE,631,IDA M. STEWART ELEMENTARY SCHOOL,83,66
5,41,MANATEE,641,WILLIAM H. BASHAW ELEMENTARY,112,33
5,41,MANATEE,651,BRADEN RIVER ELEMENTARY SCHOOL,75,67
5,41,MANATEE,671,SEA BREEZE ELEMENTARY SCHOOL,82,50
5,41,MANATEE,681,TARA ELEMENTARY SCHOOL,82,60
5,41,MANATEE,701,GENE WITT ELEMENTARY SCHOOL,85,76
5,41,MANATEE,731,HORIZONS ACADEMY,10,0
5,41,MANATEE,741,KINNAN ELEMENTARY SCHOOL,111,52
5,41,MANATEE,751,ROWLETT MAGNET ELEMENTARY SCHOOL,156,53
5,41,MANATEE,771,GILBERT W MCNEAL ELEM SCHOOL,112,63
5,41,MANATEE,781,FREEDOM ELEMENTARY SCHOOL,127,62
5,41,MANATEE,791,VIRGIL MILLS ELEMENTARY SCHOOL,177,64
5,41,MANATEE,801,ROBERT WILLIS ELEMENTARY SCHOOL,146,85
5,41,MANATEE,811,ANNIE LUCY WILLIAMS ELEMENTARY SCHO,121,69
5,41,MANATEE,821,B.D. GULLETT ELEMENTARY SCHOOL,97,75
5,41,MANATEE,831,G.D. ROGERS GARDEN ELEMENTARY,27,26
5,41,MANATEE,2053,HOSPITAL HOMEBOUND INSTRUCTION,1,-1
5,41,MANATEE,2054,MANATEE GLENS,4,-1
5,41,MANATEE,2056,PALMSHORES BEHAVIOR HEALTH CENTER,3,-1
5,41,MANATEE,2101,MANATEE SCHOOL OF ARTS/SCIENCES,33,52
5,41,MANATEE,2102,TEAM SUCCESS A SCHOOL OF EXCELLENCE,29,69
5,41,MANATEE,2121,MANATEE CHARTER SCHOOL,61,23
5,41,MANATEE,2123,IMAGINE CHARTER SCHOOL AT NORTH MAN,68,49
5,41,MANATEE,2124,IMAGINE CHARTER AT LAKEWOOD RANCH,46,63
5,41,MANATEE,2131,PALMETTO CHARTER SCHOOL,46,50
5,41,MANATEE,7001,MANATEE VIRTUAL INSTRUCTION PROGRAM,3,-1
5,41,MANATEE,7004,MANATEE VIRTUAL FRANCHISE,6,-1
5,42,MARION,71,ANTHONY ELEMENTARY SCHOOL,49,33
5,42,MARION,91,BELLEVIEW ELEMENTARY SCHOOL,97,37
5,42,MARION,101,BELLEVIEW-SANTOS ELEM. SCHOOL,97,47
5,42,MARION,162,REDDICK-COLLIER ELEMENTARY SCHOOL,54,35
5,42,MARION,181,EAST MARION ELEMENTARY SCHOOL,110,50
5,42,MARION,191,EIGHTH STREET ELEMENTARY SCHOOL,63,89
5,42,MARION,211,FESSENDEN ELEMENTARY SCHOOL,74,23
5,42,MARION,251,WARD-HIGHLANDS ELEMENTARY SCHOOL,127,67
5,42,MARION,291,MADISON ST ACAD OF VISUAL PERF,82,94
5,42,MARION,311,DR N H JONES ELEMENTARY SCHOOL,107,95
5,42,MARION,341,OAKCREST ELEMENTARY SCHOOL,101,41
5,42,MARION,381,SPARR ELEMENTARY SCHOOL,35,57
5,42,MARION,391,SOUTH OCALA ELEMENTARY SCHOOL,104,56
5,42,MARION,401,STANTON-WEIRSDALE ELEMENTARY,72,54
5,42,MARION,431,WYOMINA PARK ELEMENTARY SCHOOL,76,59
5,42,MARION,531,FORT MCCOY SCHOOL,101,50
5,42,MARION,541,OCALA SPRINGS ELEMENTARY SCHOOL,88,53
5,42,MARION,551,SHADY HILL ELEMENTARY SCHOOL,96,58
5,42,MARION,561,EMERALD SHORES ELEMENTARY SCHOOL,101,41
5,42,MARION,581,EVERGREEN ELEMENTARY SCHOOL,59,31
5,42,MARION,591,HARBOUR VIEW ELEMENTARY SCHOOL,109,53
5,42,MARION,611,MAPLEWOOD ELEMENTARY SCHOOL,111,63
5,42,MARION,621,ROMEO ELEMENTARY SCHOOL,121,54
5,42,MARION,641,DUNNELLON ELEMENTARY SCHOOL,123,46
5,42,MARION,651,COLLEGE PARK ELEMENTARY SCHOOL,102,37
5,42,MARION,671,GREENWAY ELEMENTARY SCHOOL,113,46
5,42,MARION,681,SADDLEWOOD ELEMENTARY SCHOOL,120,44
5,42,MARION,711,HAMMETT BOWEN JR. ELEMENTARY SCHOOL,135,62
5,42,MARION,721,HORIZON ACADEMY AT MARION OAKS,141,33
5,42,MARION,731,MARION OAKS ELEMENTARY SCHOOL,105,43
5,42,MARION,741,LEGACY ELEMENTARY SCHOOL,93,48
5,42,MARION,7023,MARION ELEARNING,3,-1
5,42,MARION,9346,STUDENT SERVICES/ESE,3,-1
5,42,MARION,9670,MARION CHARTER SCHOOL,26,38
5,42,MARION,9680,MCINTOSH AREA SCHOOL,14,57
5,42,MARION,9731,KINGSBURY ACADEMY,13,15
5,43,MARTIN,25,SEA WIND ELEMENTARY SCHOOL,102,50
5,43,MARTIN,51,J. D. PARKER SCHOOL OF TECHNOLOGY,109,44
5,43,MARTIN,61,PALM CITY ELEMENTARY SCHOOL,123,74
5,43,MARTIN,70,SANDY PINES,6,-1
5,43,MARTIN,73,SPECTRUM JUNIOR/SENIOR HIGH SCHOOL,1,-1
5,43,MARTIN,101,PORT SALERNO ELEMENTARY SCHOOL,87,37
5,43,MARTIN,111,HOBE SOUND ELEMENTARY SCHOOL,115,57
5,43,MARTIN,211,JENSEN BEACH ELEMENTARY SCHOOL,97,57
5,43,MARTIN,221,INDIANTOWN MIDDLE SCHOOL,119,36
5,43,MARTIN,291,PINEWOOD ELEMENTARY SCHOOL,128,50
5,43,MARTIN,294,CHALLENGER SCHOOL,2,-1
5,43,MARTIN,301,CRYSTAL LAKE ELEMENTARY SCHOOL,71,72
5,43,MARTIN,331,BESSEY CREEK ELEMENTARY SCHOOL,88,72
5,43,MARTIN,341,FELIX A WILLIAMS ELEM SCHOOL,130,68
5,43,MARTIN,371,CITRUS GROVE ELEMENTARY,102,77
5,44,MONROE,111,HORACE O'BRYANT SCHOOL,56,30
5,44,MONROE,161,POINCIANA ELEMENTARY SCHOOL,97,60
5,44,MONROE,201,SUGARLOAF SCHOOL,54,76
5,44,MONROE,251,STANLEY SWITLIK ELEMENTARY SCHOOL,75,65
5,44,MONROE,291,KEY LARGO SCHOOL,81,62
5,44,MONROE,311,GERALD ADAMS ELEMENTARY SCHOOL,65,51
5,44,MONROE,321,PLANTATION KEY SCHOOL,53,66
5,44,MONROE,341,SIGSBEE CHARTER SCHOOL,50,68
5,44,MONROE,351,KEY WEST MONTESSORI CHARTER SCH,16,50
5,44,MONROE,371,TREASURE VILLAGE MONTESSORI CHARTER,21,71
5,44,MONROE,391,BIG PINE ACADEMY,14,71
5,45,NASSAU,81,EMMA LOVE HARDEE ELEMENTARY,187,71
5,45,NASSAU,102,YULEE ELEMENTARY SCHOOL,246,60
5,45,NASSAU,181,BRYCEVILLE ELEMENTARY SCHOOL,36,89
5,45,NASSAU,241,HILLIARD ELEMENTARY SCHOOL,112,71
5,45,NASSAU,261,CALLAHAN INTERMEDIATE SCHOOL,195,67
5,46,OKALOOSA,31,ANNETTE P. EDWINS ELEM. SCHOOL,59,53
5,46,OKALOOSA,41,BAKER SCHOOL,96,54
5,46,OKALOOSA,51,BOB SIKES ELEMENTARY SCHOOL,135,59
5,46,OKALOOSA,151,LULA J. EDGE ELEMENTARY SCHOOL,89,75
5,46,OKALOOSA,201,LAUREL HILL SCHOOL,30,47
5,46,OKALOOSA,222,NORTHWOOD ELEMENTARY SCHOOL,109,60
5,46,OKALOOSA,251,RIVERSIDE ELEMENTARY SCHOOL,146,60
5,46,OKALOOSA,281,WRIGHT ELEMENTARY SCHOOL,75,41
5,46,OKALOOSA,431,SHALIMAR ELEMENTARY SCHOOL,83,57
5,46,OKALOOSA,541,ELLIOTT POINT ELEMENTARY SCHOOL,78,51
5,46,OKALOOSA,561,MARY ESTHER ELEMENTARY SCHOOL,98,52
